date,timestamp,open,high,low,close,volume,log_return,rolling_volatility,hidden_state
2020-08-11,1597104000000,11899.87,11943.0,11120.0,11388.53,20706.60991744,-0.04390900223385051,0.03435168765443738,2
2020-08-12,1597190400000,11388.88,11625.0,11148.54,11566.45,12809.98917913,0.015501957570183416,0.034382657481156646,2
2020-08-13,1597276800000,11566.44,11802.09,11274.14,11795.95,15369.40392513,0.019647586098269627,0.03424987727216807,2
2020-08-14,1597363200000,11795.95,11865.97,11651.24,11779.0,13797.82000137,-0.0014379672424074807,0.03431945444151787,2
2020-08-15,1597449600000,11777.5,11989.98,11688.0,11859.24,12567.03859346,0.00678902559530982,0.03417046175932403,2
2020-08-16,1597536000000,11860.02,11940.0,11686.53,11918.84,8911.25397878,0.005013030893550708,0.02545828073761134,2
2020-08-17,1597622400000,11918.84,12486.61,11775.0,12304.26,23814.66050181,0.03182520241391862,0.02596432643721724,2
2020-08-18,1597708800000,12303.98,12400.0,11825.0,11950.0,18628.91287504,-0.029214265501906665,0.026988116133123297,2
2020-08-19,1597795200000,11954.22,12024.83,11569.0,11758.87,16646.31489492,-0.016123428959202393,0.027343780291016008,2
2020-08-20,1597881600000,11758.87,11892.16,11671.48,11864.26,8801.17750309,0.00892267021426976,0.027053518040981134,2
2020-08-21,1597968000000,11864.26,11884.99,11480.0,11529.22,14865.37875873,-0.028645837249671346,0.02638540336135373,2
2020-08-22,1598054400000,11529.99,11693.16,11370.0,11672.93,7946.02465327,0.01238780352500558,0.021841205028838843,1
2020-08-23,1598140800000,11672.92,11715.0,11525.62,11650.01,5516.17048181,-0.0019654475274814447,0.02167298986104237,1
2020-08-24,1598227200000,11650.01,11823.62,11592.91,11753.85,7253.01922609,0.008873808115520907,0.021693641701678396,1
2020-08-25,1598313600000,11753.26,11769.76,11102.73,11324.92,14348.63533296,-0.03717523916947334,0.020509444756868726,1
2020-08-26,1598400000000,11324.92,11539.99,11254.89,11463.27,9124.5541845,0.012142403572437175,0.020738602722833427,1
2020-08-27,1598486400000,11463.27,11597.92,11125.0,11330.06,13517.39421459,-0.011688640197833208,0.020660187356346612,1
2020-08-28,1598572800000,11330.56,11550.51,11282.09,11535.0,10373.89590327,0.01792652092462555,0.020814464658844394,1
2020-08-29,1598659200000,11535.0,11580.0,11422.21,11474.31,5417.54146196,-0.005275268205986627,0.02078607962036743,1
2020-08-30,1598745600000,11474.3,11720.0,11463.87,11716.01,5594.22582376,0.02084565907902161,0.020935815255539596,1
2020-08-31,1598832000000,11716.0,11784.66,11576.0,11655.0,9123.59353747,-0.005221010011031625,0.0183711380949487,1
2020-09-01,1598918400000,11655.0,12086.0,11525.09,11924.22,16057.64432384,0.02283635334240387,0.01874203108750941,1
2020-09-02,1599004800000,11924.22,11950.0,11160.0,11395.48,19721.44316904,-0.04535484028117472,0.02094076308326599,1
2020-09-03,1599091200000,11395.49,11474.99,10005.0,10172.52,30364.24398441,-0.11352681857214107,0.03260829887339895,2
2020-09-04,1599177600000,10172.13,10638.34,9895.22,10500.05,23366.46467779,0.03169005208009318,0.033635043592736245,2
2020-09-05,1599264000000,10500.05,10564.8,9813.0,10168.36,22450.75807716,-0.032099080603736195,0.03401207708617263,2
2020-09-06,1599350400000,10169.58,10358.88,10000.0,10257.86,9516.19303239,0.008763302536200168,0.032967808802131515,2
2020-09-07,1599436800000,10258.67,10410.9,9880.0,10375.0,11996.92866276,0.01135482512739638,0.032912783598994876,2
2020-09-08,1599523200000,10375.0,10440.91,9819.83,10125.69,15768.31017626,-0.024323307297990503,0.03308217908094735,2
2020-09-09,1599609600000,10126.41,10349.99,9983.34,10224.56,9645.50409232,0.009716910399359006,0.03310337086091319,2
2020-09-10,1599696000000,10224.56,10489.0,10216.41,10343.23,11237.01908035,0.011539530192208105,0.032967585499276704,2
2020-09-11,1599782400000,10344.24,10411.44,10200.0,10394.41,7200.29156246,0.004935962232080257,0.03279731226306064,2
2020-09-12,1599868800000,10394.41,10483.23,10276.19,10446.52,6495.30033616,0.005000746952740898,0.032877074962011484,2
2020-09-13,1599955200000,10446.52,10582.36,10211.0,10336.76,10442.19360563,-0.010562434846303693,0.0327182084563124,2
2020-09-14,1600041600000,10336.76,10760.62,10253.0,10679.95,13532.95018331,0.0326616781242937,0.03298906884452465,2
2020-09-15,1600128000000,10678.41,10950.0,10613.18,10783.75,12634.3292873,0.009672219535501665,0.032934239778903904,2
2020-09-16,1600214400000,10783.36,11099.95,10662.02,10959.61,11003.70130082,0.01617632553648875,0.033138561936322274,2
2020-09-17,1600300800000,10957.06,11044.0,10735.55,10943.61,8885.4490645,-0.00146097266483385,0.03281739973966808,2
2020-09-18,1600387200000,10943.99,11039.88,10813.0,10937.52,8660.059472,-0.0005566440268167838,0.032814354298906764,2
2020-09-19,1600473600000,10937.5,11179.9,10891.78,11080.0,5718.02211829,0.012942601065648063,0.032566399253251735,2
2020-09-20,1600560000000,11081.09,11081.37,10759.37,10920.89,6003.78509052,-0.014464212491970847,0.032668131048618494,2
2020-09-21,1600646400000,10920.94,10994.0,10180.0,10416.82,15004.71121349,-0.04725566142120431,0.03347181033914443,2
2020-09-22,1600732800000,10416.83,10576.82,10355.0,10531.13,7904.25642443,0.010913825422999185,0.03240458996640736,2
2020-09-23,1600819200000,10531.13,10541.25,10135.22,10235.1,8893.24233647,-0.028512643367737893,0.020755411441628957,1
2020-09-24,1600905600000,10237.41,10795.87,10192.56,10740.01,9678.39349807,0.04815303071775778,0.022332136013383935,1
2020-09-25,1600992000000,10740.0,10765.07,10551.0,10690.53,9690.62760986,-0.00461771732519078,0.020984801341177892,1
2020-09-26,1601078400000,10690.53,10828.0,10654.58,10730.0,3783.39739972,0.003685253788816169,0.02093574340212777,1
2020-09-27,1601164800000,10730.0,10806.32,10595.24,10778.2,3880.03686062,0.004482019014958025,0.020834591061054966,1
2020-09-28,1601251200000,10779.0,10956.11,10621.22,10695.55,8876.06156838,-0.007697808545509241,0.020049870590628613,1
2020-09-29,1601337600000,10694.9,10860.79,10636.13,10840.73,8200.78265336,0.013482569805426343,0.020136355564691493,1
2020-09-30,1601424000000,10839.98,10847.0,10657.04,10779.63,6318.52943807,-0.00565209484570969,0.020116231589335527,1
2020-10-01,1601510400000,10779.63,10931.98,10427.75,10617.63,12848.73637335,-0.015142415004543051,0.020463498477167396,1
2020-10-02,1601596800000,10616.35,10668.56,10363.76,10573.12,10263.48290265,-0.00420089571700762,0.020473729655861694,1
2020-10-03,1601683200000,10573.12,10606.36,10498.02,10551.65,3211.70459291,-0.0020326855527892777,0.02031715959804995,1
2020-10-04,1601769600000,10550.32,10697.0,10521.87,10671.11,3569.25620166,0.011257844096113422,0.01908987080510321,1
2020-10-05,1601856000000,10670.01,10800.0,10621.12,10795.0,6081.38701926,0.01154297407322482,0.019144476355240476,1
2020-10-06,1601942400000,10796.97,10800.0,10524.0,10602.66,7596.36372031,-0.017978150933550333,0.019153787278698455,1
2020-10-07,1602028800000,10601.2,10683.75,10546.78,10670.47,6108.04255109,0.006375200045094913,0.0192379411242914,1
2020-10-08,1602115200000,10670.47,10963.16,10532.11,10933.09,11301.25106194,0.02431385729844154,0.020071789079084464,1
2020-10-09,1602201600000,10932.44,11111.11,10834.49,11057.07,10098.3991552,0.011276071994616013,0.020018531044558634,1
2020-10-10,1602288000000,11057.07,11498.98,11055.75,11299.5,9312.75916488,0.021688434580349386,0.020284040522756334,1
2020-10-11,1602374400000,11299.52,11444.25,11276.28,11374.01,5163.46475688,0.006572451130670669,0.016700422870459704,1
2020-10-12,1602460800000,11374.01,11736.02,11187.6,11535.46,11056.91558046,0.014094841378448436,0.016780724139753563,1
2020-10-13,1602547200000,11535.46,11561.45,11312.59,11428.22,8639.21277154,-0.009340034315063916,0.015272100043288973,1
2020-10-14,1602633600000,11428.22,11556.37,11290.83,11427.7,7078.70152873,-4.550243438799016e-05,0.011535042236388252,1
2020-10-15,1602720000000,11427.7,11641.38,11263.15,11509.34,8538.52039637,0.0071186469360943715,0.011419536990624679,1
2020-10-16,1602806400000,11509.31,11550.01,11201.0,11328.95,9505.26615373,-0.01579748321807387,0.012222703051592692,1
2020-10-17,1602892800000,11328.27,11421.0,11264.75,11367.89,3586.1455215,0.0034313180342670758,0.01221696912837234,1
2020-10-18,1602979200000,11367.9,11523.0,11350.37,11514.2,4352.09499051,0.012788341797149907,0.012161219228441818,1
2020-10-19,1603065600000,11514.2,11833.0,11416.04,11760.45,10313.23447344,0.0211611507836784,0.012600009048968156,1
2020-10-20,1603152000000,11760.45,12050.0,11685.0,11923.83,13840.02481291,0.01379671170893702,0.01256050480403967,1
2020-10-21,1603238400000,11923.07,13250.04,11900.01,12808.0,32404.63293167,0.07153105694097144,0.018687142111567735,1
2020-10-22,1603324800000,12808.01,13200.0,12698.02,12987.02,20337.78966446,0.013880421433893947,0.018431274328523997,1
2020-10-23,1603411200000,12988.2,13037.0,12722.72,12937.09,10450.87207186,-0.0038520174261402946,0.01849961342282091,1
2020-10-24,1603497600000,12938.0,13175.0,12884.31,13126.24,7915.34663475,0.014514900503402374,0.018523821131191883,1
2020-10-25,1603584000000,13126.34,13361.0,12890.76,13045.0,9276.17719938,-0.006208361616877623,0.01888558015167851,1
2020-10-26,1603670400000,13045.02,13250.0,12785.0,13068.79,12275.35826032,0.0018220263379206763,0.01786245769814695,1
2020-10-27,1603756800000,13068.79,13793.72,13061.28,13698.18,17267.43967837,0.04703603236723187,0.019602702443870194,1
2020-10-28,1603843200000,13740.85,13863.87,12891.57,13281.05,21073.3766776,-0.030924770106068755,0.021635049082578683,1
2020-10-29,1603929600000,13281.06,13650.0,12976.29,13460.0,15796.07667651,0.01338411702880619,0.021648123077012225,1
2020-10-30,1604016000000,13460.0,13687.82,13131.31,13571.51,15664.29047538,0.008250418310645853,0.021468578351645683,1
2020-10-31,1604102400000,13571.51,14098.92,13424.73,13804.81,12166.30429818,0.017044339630876485,0.02152974284620237,1
2020-11-01,1604188800000,13803.69,13906.74,13630.05,13771.59,6252.00619492,-0.0024093076739180974,0.02166764516418529,1
2020-11-02,1604275200000,13771.7,13840.0,13215.0,13563.22,12191.83070954,-0.01524605703499849,0.02196690830110311,1
2020-11-03,1604361600000,13563.22,14081.45,13290.0,14035.8,13965.78812958,0.03424949109645199,0.02258921903567741,1
2020-11-04,1604448000000,14034.35,14273.6,13530.01,14161.48,16894.77786852,0.008914394032134593,0.022579564840433757,1
2020-11-05,1604534400000,14165.86,15775.0,14115.0,15608.21,31865.97472203,0.09727145529117001,0.028942020980749963,2
2020-11-06,1604620800000,15608.06,15977.67,15190.36,15599.95,25150.39252742,-0.0005293487467942138,0.029046067585187445,2
2020-11-07,1604707200000,15599.95,15779.24,14310.0,14834.09,23552.06912628,-0.050339798683138814,0.03260525476921699,2
2020-11-08,1604793600000,14834.09,15666.0,14721.9,15482.9,11856.3281802,0.04280827867819613,0.033254878131228995,2
2020-11-09,1604880000000,15482.89,15856.9,14817.14,15342.25,21951.27612698,-0.009125728575336006,0.03364588231537126,2
2020-11-10,1604966400000,15342.1,15481.06,15090.08,15315.03,13489.67510052,-0.0017757613951921677,0.030757528433734835,2
2020-11-11,1605052800000,15315.46,16000.0,15293.04,15705.79,15257.35722584,0.025194735030253525,0.030956619415453933,2
2020-11-12,1605139200000,15705.79,16370.89,15446.82,16310.81,22153.73849401,0.03779864400640306,0.031408515636989605,2
2020-11-13,1605225600000,16310.81,16491.92,15975.0,16339.56,14593.51518544,0.0017610831013841076,0.03147533047869383,2
2020-11-14,1605312000000,16339.56,16339.6,15708.24,16082.01,9205.916488,-0.015887905345748455,0.03182550112205935,2
2020-11-15,1605398400000,16082.01,16175.6,15796.09,15966.89,6250.07966791,-0.0071840528141313585,0.03201736141825033,2
2020-11-16,1605484800000,15970.0,16892.0,15879.0,16726.64,13948.30524238,0.046485454883393965,0.03198407396475588,2
2020-11-17,1605571200000,16726.49,17880.0,16575.42,17679.36,25230.22403641,0.05539519945103763,0.031996888256027374,2
2020-11-18,1605657600000,17679.86,18488.0,17205.02,17782.91,32425.98660226,0.005840026276117431,0.03205270983908186,2
2020-11-19,1605744000000,17790.18,18193.29,17356.0,17821.58,17141.49267548,0.002172198798814264,0.03213805551306814,2
2020-11-20,1605830400000,17821.92,18830.3,17764.76,18675.25,17901.931678,0.046789035275930604,0.03298193127154955,2
2020-11-21,1605916800000,18677.84,18980.0,18350.0,18721.21,13604.27139959,0.0024579879025836407,0.03286360929486932,2
2020-11-22,1606003200000,18721.21,18773.56,17610.77,18437.66,15423.83816127,-0.015261793684230923,0.03286438063310647,2
2020-11-23,1606089600000,18437.18,18777.77,18001.0,18384.82,17655.66362172,-0.0028699879133347846,0.032789032091654784,2
2020-11-24,1606176000000,18384.82,19469.0,18052.02,19172.84,26623.09452709,0.04196937011769605,0.033373816916565595,2
2020-11-25,1606262400000,19172.9,19500.0,18502.0,18721.93,20485.39373121,-0.023799130207067344,0.028286359217632395,2
2020-11-26,1606348800000,18717.24,18915.48,16200.0,17170.0,48644.17078197,-0.08653188911639663,0.03545514837259928,2
2020-11-27,1606435200000,17169.99,17475.0,16400.0,17153.95,23333.98429789,-0.0009352071174671009,0.03305119782174573,2
2020-11-28,1606521600000,17155.43,17933.25,16880.0,17739.85,13157.9519653,0.03358505358589939,0.03259029525646191,2
2020-11-29,1606608000000,17736.1,18359.0,17535.26,18202.04,8932.25029132,0.025720154335640514,0.032625290249736094,2
2020-11-30,1606694400000,18202.02,19873.23,18201.47,19713.94,27293.4791942,0.07979232400278878,0.03617253085888909,2
2020-12-01,1606780800000,19713.94,19915.14,18109.0,18782.97,30442.86543674,-0.04837539147518551,0.038493297523131714,2
2020-12-02,1606867200000,18778.18,19340.0,18335.0,19225.63,16227.13637423,0.023293676444677752,0.038055228482230946,2
2020-12-03,1606953600000,19222.45,19625.64,18885.0,19448.64,14648.29683367,0.011532860054821603,0.038030649065296344,2
2020-12-04,1607040000000,19446.43,19546.46,18576.05,18658.1,16382.87739223,-0.04149677658489555,0.039311922042310744,2
2020-12-05,1607126400000,18658.09,19189.98,18501.0,19158.96,7082.22230272,0.026490123164373717,0.03937418848984167,2
2020-12-06,1607212800000,19158.96,19430.25,18878.0,19375.6,6665.28189472,0.011244051181818102,0.038389915877453454,2
2020-12-07,1607299200000,19375.6,19432.57,18901.0,19177.71,8977.45166263,-0.01026587537807485,0.0368413485188098,2
2020-12-08,1607385600000,19177.08,19299.51,18200.0,18316.22,15161.86263318,-0.04596166104487605,0.038494034269298115,2
2020-12-09,1607472000000,18316.22,18647.33,17639.0,18546.55,20667.36635634,0.012496781849909372,0.03857299016399641,2
2020-12-10,1607558400000,18546.55,18556.42,17905.0,18253.44,14899.20296937,-0.015930232512230618,0.037266885224599436,2
2020-12-11,1607644800000,18257.18,18293.08,17580.0,18042.15,16953.63356031,-0.011642868282543295,0.037328522129871367,2
2020-12-12,1607731200000,18044.19,18955.34,18023.57,18821.28,8616.1725039,0.04227745746282193,0.03844097487762135,2
2020-12-13,1607817600000,18821.28,19421.03,18730.0,19166.65,10624.20069187,0.01818364497273749,0.038616435271571055,2
2020-12-14,1607904000000,19166.65,19349.98,18967.68,19272.37,9102.36972564,0.005500674396367064,0.037478107798241754,2
2020-12-15,1607990400000,19272.37,19565.0,19051.27,19444.6,15345.21212651,0.00889693258932792,0.03708449714037052,2
2020-12-16,1608076800000,19443.19,21569.94,19300.0,21359.65,33350.23500216,0.09393423163466094,0.036385303043128904,2
2020-12-17,1608163200000,21360.5,23776.94,21252.01,22826.48,53602.34952384,0.06641763737189123,0.03829727298249925,2
2020-12-18,1608249600000,22826.37,23280.0,22329.0,23137.76,24829.23581848,0.013544649443730012,0.038026930877363356,2
2020-12-19,1608336000000,23138.89,24200.0,22770.0,23849.99,20577.66441198,0.030317883041473447,0.03811986147672735,2
2020-12-20,1608422400000,23850.0,24300.0,23100.0,23476.51,14963.41787144,-0.01578345127273892,0.03525684357641468,2
2020-12-21,1608508800000,23476.51,24118.75,21913.84,22729.4,25728.63855953,-0.03234110609064239,0.034051579494128424,2
2020-12-22,1608595200000,22729.4,23839.78,22380.05,23823.27,18597.6512303,0.04700359341848061,0.034956482039145614,2
2020-12-23,1608681600000,23824.13,24090.0,22600.0,23228.35,23412.12172023,-0.025289318684514412,0.03586923769662329,2
2020-12-24,1608768000000,23226.18,23785.0,22712.89,23717.96,16440.75295146,0.02085905164070577,0.033916872272463316,2
2020-12-25,1608854400000,23718.61,24770.95,23416.0,24704.71,15792.47583445,0.04076134665600435,0.034384716991672074,2
2020-12-26,1608940800000,24704.71,26822.0,24490.01,26475.35,24782.44015598,0.06922019770462658,0.03662535967542491,2
2020-12-27,1609027200000,26482.64,28387.0,25772.55,26258.65,33627.00745897,-0.008218652852861835,0.036552022593745535,2
2020-12-28,1609113600000,26255.16,27477.0,26086.19,27040.36,21265.70934972,0.02933510612949519,0.03362594081439167,2
2020-12-29,1609200000000,27039.39,27396.77,25833.73,27366.35,20668.10433798,0.011983591773152289,0.033631743114331834,2
2020-12-30,1609286400000,27366.35,29018.26,27311.73,28897.42,28181.49681491,0.054438161308124025,0.03341556530734778,2
2020-12-31,1609372800000,28897.42,29321.9,28000.0,28990.08,28813.88691084,0.0032013847251411535,0.032764817327303214,2
2021-01-01,1609459200000,28990.08,29688.88,28700.0,29412.84,22211.25251806,0.01447761119565221,0.03252456267854235,2
2021-01-02,1609545600000,29413.29,33300.0,29039.0,32225.91,46675.24652146,0.09133947367378305,0.03596619034717216,2
2021-01-03,1609632000000,32222.88,34810.0,32008.62,33080.66,36951.71650628,0.02617803421740759,0.03564225092269135,2
2021-01-04,1609718400000,33082.84,33666.99,27678.0,32019.99,46045.38968508,-0.03258842632515536,0.03788846873419764,2
2021-01-05,1609804800000,32020.22,34499.67,29891.13,34030.64,42282.56920027,0.06090090000731304,0.0353580019557226,2
2021-01-06,1609891200000,34043.91,37000.0,33352.54,36859.26,45744.10320015,0.07984558080602537,0.03633409281993317,2
2021-01-07,1609977600000,36859.26,40425.0,36200.0,39505.56,50346.30569052,0.06933454541801032,0.03761157731808323,2
2021-01-08,1610064000000,39510.55,41986.37,36565.08,40665.15,48522.48490272,0.028930038792641707,0.03760592569037349,2
2021-01-09,1610150400000,40642.15,41406.94,38800.0,40257.43,27152.97102881,-0.010076877185632093,0.03728708638548835,2
2021-01-10,1610236800000,40257.43,41452.12,34444.0,38171.57,43736.57031589,-0.05320358541193483,0.03927247804355845,2
2021-01-11,1610323200000,38168.89,38273.88,30100.0,35452.59,102503.15672849,-0.07389468673199553,0.04477560491084151,0
2021-01-12,1610409600000,35456.89,36604.51,32500.0,34038.98,48227.62752035,-0.04068997244927286,0.04571578897053785,0
2021-01-13,1610496000000,34035.53,37888.0,32309.04,37393.66,39608.73718747,0.09399483282512171,0.048691543655459114,0
2021-01-14,1610582400000,37393.67,40127.66,36751.11,39125.14,31868.76049365,0.04526405579468842,0.04878945177374526,0
2021-01-15,1610668800000,39123.05,39697.0,34298.93,36754.67,36421.05918785,-0.06249993471322033,0.05105786795208397,0
2021-01-16,1610755200000,36754.6,37948.0,35372.59,36006.94,20861.42545209,-0.020553594760815613,0.0514439692162676,0
2021-01-17,1610841600000,36004.8,36860.0,33850.03,35820.0,19182.04934663,-0.005205301022074061,0.05154484448710725,0
2021-01-18,1610928000000,35820.01,37402.0,34736.46,36624.23,16609.64108414,0.02220364659287572,0.05157384006572441,0
2021-01-19,1611014400000,36624.23,37857.0,35895.11,35917.28,18904.77910604,-0.01949152648937154,0.051214083978868785,0
2021-01-20,1611100800000,35921.91,36415.34,33387.01,35503.09,25445.70800774,-0.011598781789135811,0.05143721250840999,0
2021-01-21,1611187200000,35498.85,35628.24,30011.0,30855.95,50473.11375071,-0.14029013447270655,0.06142202336383849,0
2021-01-22,1611273600000,30855.9,33867.0,28732.0,32984.93,48155.72161708,0.06672119002160783,0.059770203032984325,0
2021-01-23,1611360000000,32982.66,33488.79,31432.19,32112.01,16139.81478284,-0.026820687031836873,0.059777686312120576,0
2021-01-24,1611446400000,32110.0,33086.53,30931.21,32288.56,13618.80097809,0.005482884461652529,0.059339696550581,0
2021-01-25,1611532800000,32293.18,34888.0,31920.8,32261.87,23045.66293389,-0.0008269503865734565,0.05760829561796863,0
2021-01-26,1611619200000,32260.52,32960.37,30830.0,32510.82,23535.83891688,0.00768691946694685,0.05433515793945694,0
2021-01-27,1611705600000,32510.82,32584.62,29156.0,30407.13,46207.08537355,-0.06689583662024665,0.05287699874122688,0
2021-01-28,1611792000000,30414.11,34000.0,29902.14,33488.99,36007.06269488,0.09653960770937017,0.057650369104114994,0
2021-01-29,1611878400000,33487.92,38570.13,31990.0,34262.11,72641.07974951,0.02282335076193153,0.05810686626237371,0
2021-01-30,1611964800000,34262.11,34900.0,32852.86,34315.63,21362.15173754,0.001560856653070738,0.057150175711131415,0
2021-01-31,1612051200000,34315.63,34387.75,32200.0,33137.74,16436.39757593,-0.03492812137125231,0.05532454179122728,0
2021-02-01,1612137600000,33137.75,34728.57,32333.0,33533.19,21975.41378272,0.011862880495619612,0.0547035613012443,0
2021-02-02,1612224000000,33534.39,36000.0,33450.0,35512.67,19995.83908338,0.057353839581145434,0.05190556456996889,0
2021-02-03,1612310400000,35513.0,37723.72,35393.8,37678.37,23781.96945181,0.059196655533446364,0.05266936434718153,0
2021-02-04,1612396800000,37688.42,38769.0,36156.45,36975.0,31699.36292316,-0.01884418115224575,0.05089992122535819,0
2021-02-05,1612483200000,36976.59,38349.0,36605.87,38311.49,17842.70173175,0.03550784259873482,0.05123369763549824,0
2021-02-06,1612569600000,38327.09,41000.0,38250.0,39265.43,27102.80602941,0.024594636800105294,0.05141240356628245,0
2021-02-07,1612656000000,39266.1,39737.83,37371.35,38871.42,20297.87256102,-0.010085211769006983,0.05133716481668661,0
2021-02-08,1612742400000,38871.43,46750.0,38057.01,46448.1,47934.0103883,0.178076283998489,0.06418627313064956,0
